circuit_id,circuit_name,circuit_locality,circuit_country,circuit_type,lap_length_km,altitude_m,downforce_score,speed_score,technical_score,overtaking_score,downforce_level,speed_profile,technical_level,overtaking_level,lap_length_bucket,altitude_bucket,is_street_circuit,is_permanent_circuit,is_hybrid_circuit,downforce_zscore,speed_zscore,technical_zscore,overtaking_zscore,downforce_percentile,speed_percentile,technical_percentile,overtaking_percentile,high_downforce_estimate,low_downforce_estimate,high_speed_estimate,low_speed_estimate,high_technical_estimate,low_technical_estimate,overtaking_friendly_estimate,overtaking_difficult_estimate,lap_length_zscore,altitude_zscore,long_lap_estimate,short_lap_estimate,high_altitude_estimate,low_altitude_estimate,driver_precision_index,power_speed_index,setup_compromise_index,passing_opportunity_index,track_profile_tags,score_confidence,rating_methodology,rating_scale_definition,rating_evidence_summary,lap_length_source,altitude_source,classification_source,specific_research_sources,global_research_sources_used,notes,metadata_confidence
indianapolis,Indianapolis Motor Speedway,Speedway,United States,permanent,4.192,223,4,8,5,7,medium,high_speed,low,easy,short,medium,0,1,0,-0.9402779177849998,0.32805993108828496,-1.248075441506765,0.7168186502992924,0.18421052631578946,0.6447368421052632,0.15789473684210525,0.7368421052631579,0,0,1,0,0,1,1,0,-1.3364617213959207,-0.010669730130221924,0,1,1,0,-2.5164132903800494,1.2683378488732848,2.51641329038005,0.7168186502992924,high-speed; low-technical; overtaking-friendly; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,"F1 used the 2000-2007 Indianapolis road course, combining infield sections with part of the oval/front straight; high-speed braking into Turn 1 created overtaking opportunity.",Indianapolis Motor Speedway/F1 historical references; 2000-2007 F1 road course length 4.192 km.,estimated from Speedway/Indianapolis locality elevation references,analyst-coded estimate; not an official F1 numeric rating,Indianapolis Motor Speedway Formula One history page; F1 historical circuit references,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent facility; F1 layout used oval front straight plus infield road course. Scored as high-speed with moderate technical demand and decent overtaking.,medium
interlagos,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,permanent,4.309,800,6,7,8,7,medium,balanced,high,easy,short,high,0,1,0,0.09539051339847819,-0.19136829313483275,0.7280440075456133,0.7168186502992924,0.5394736842105263,0.35526315789473684,0.75,0.7368421052631579,0,0,0,0,1,0,1,0,-1.1742651604600067,1.4424017160514322,0,1,1,0,1.0148028140789243,-0.28675880653331093,1.0148028140789243,0.7168186502992924,technical; overtaking-friendly; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Medium-altitude circuit with elevation change traction zones and long full-throttle run.,https://www.formula1.com/en/racing/2025/brazil,https://www.formula1.com/en/latest/article/watch-how-does-mexico-citys-high-altitude-affect-an-f1-car.2viU1hO6pXOPslHbNqjyim,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/latest/article/highs-and-lows-which-f1-track-has-the-most-elevation-changes-.7I9JEcBw3R2AqXbnJ6hyvc,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Medium-altitude circuit with elevation change traction zones and long full-throttle run.,high
istanbul,Istanbul Park,Istanbul,Turkey,permanent,5.338,85,6,8,8,6,medium,high_speed,high,moderate,medium,low,0,1,0,0.09539051339847819,0.32805993108828496,0.7280440075456133,0.11150512337988988,0.5394736842105263,0.6447368421052632,0.75,0.5,0,0,1,0,1,0,0,0,0.2522327985404654,-0.3581980829431652,0,0,0,0,0.49537458985580646,0.23266941768980676,1.1514944520323764,0.11150512337988988,high-speed; technical; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Permanent circuit best known for high-load Turn 8 and elevation changes.,https://en.wikipedia.org/wiki/Istanbul_Park,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://en.wikipedia.org/wiki/Istanbul_Park,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent circuit best known for high-load Turn 8 and elevation changes.,medium
jeddah,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,street,6.174,15,4,10,8,6,medium,high_speed,high,moderate,long,low,1,0,0,-0.9402779177849998,1.3669163795345205,0.7280440075456133,0.11150512337988988,0.18421052631578946,0.9473684210526315,0.75,0.5,0,0,1,0,1,0,0,0,1.411175746766311,-0.534480580746832,1,0,0,1,-1.579150289773907,2.30719429731952,3.0352383048651332,0.11150512337988988,high-speed; technical; street,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Very high-speed street circuit with fast walls-lined sequences.,https://www.formula1.com/en/racing/2025/saudi-arabia,estimated from coastal circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/racing/2025/saudi-arabia,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Very high-speed street circuit with fast walls-lined sequences.,high
losail,Lusail International Circuit,Al Daayen,Qatar,permanent,5.419,14,7,9,7,4,medium,high_speed,medium,difficult,medium,low,0,1,0,0.6132247289902172,0.8474881553114028,0.06933752452815384,-1.099121930458915,0.7368421052631579,0.8289473684210527,0.5,0.17105263157894737,0,0,1,0,0,0,0,1,0.36452272534225116,-0.5369989021440273,0,0,0,1,-0.16492590179303168,0.23426342632118557,1.5300504088297737,-1.099121930458915,high-speed; low-overtaking; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Fast-flowing permanent circuit with high tire and aero loads.,https://www.formula1.com/en/racing/2025/qatar,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/racing/2025/qatar,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Fast-flowing permanent circuit with high tire and aero loads.,high
magny_cours,Circuit de Nevers Magny-Cours,Magny-Cours,France,permanent,4.411,228,7,6,7,6,medium,balanced,medium,moderate,medium,medium,0,1,0,0.6132247289902172,-0.7107965173579505,0.06933752452815384,0.11150512337988988,0.7368421052631579,0.15789473684210525,0.5,0.5,0,0,0,0,0,0,0,0,-1.0328630304133135,0.0019218768557542818,0,1,1,0,1.3933587708763215,-1.3240212463481678,1.3933587708763215,0.11150512337988988,permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,"Permanent circuit with smooth surface, medium-high downforce demand, technical chicanes/complexes, and main overtaking opportunity into Adelaide hairpin; F1 2003-2008 layout length 4.411 km.",Circuit de Nevers Magny-Cours references; Grand Prix Circuit 2003-present length 4.411 km. Note 2000-2002 F1 layout differed slightly.,estimated from Magny-Cours locality elevation references,analyst-coded estimate; not an official F1 numeric rating,Circuit de Nevers Magny-Cours public circuit references; F1 historical circuit references,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,"Permanent technical circuit. Because this project stores one row per circuit_id, the 4.411 km modern GP layout is used while noting that 2000-2002 used a slightly different layout.",medium
marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,street,4.94,5,9,3,9,4,high,low_speed,high,difficult,medium,low,1,0,0,1.6488931601736951,-2.2690811900273036,1.3867504905630728,-1.099121930458915,0.9605263157894737,0.06578947368421052,0.9342105263157895,0.17105263157894737,1,0,0,1,1,0,0,1,-0.2995127677201639,-0.5596637947187845,0,0,0,1,5.304724840764072,-3.917974350200999,5.304724840764072,-1.099121930458915,high-downforce; low-speed; technical; low-overtaking; street,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Street circuit; high downforce braking traction and heat management demands.,https://www.formula1.com/en/racing/2025/singapore,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.raceteq.com/articles/2025/05/how-formula-1-teams-set-their-cars-up-for-the-monaco-grand-prix,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Street circuit; high downforce braking traction and heat management demands.,high
miami,Miami International Autodrome,Miami,USA,hybrid,5.412,2,4,8,5,6,medium,high_speed,low,moderate,medium,low,0,0,1,-0.9402779177849998,0.32805993108828496,-1.248075441506765,0.11150512337988988,0.18421052631578946,0.6447368421052632,0.15789473684210525,0.5,0,0,1,0,0,1,0,0,0.3548186575939491,-0.5672187589103702,0,0,0,1,-2.5164132903800494,1.2683378488732848,2.51641329038005,0.11150512337988988,high-speed; low-technical; hybrid,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Temporary stadium-site circuit with long straight and mixed-speed sections.,https://www.formula1.com/en/racing/2025/miami,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/racing/2025/miami,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Temporary stadium-site circuit with long straight and mixed-speed sections.,high
monaco,Circuit de Monaco,Monte-Carlo,Monaco,street,3.337,10,10,1,10,1,high,low_speed,high,difficult,short,low,1,0,0,2.166727375765434,-3.3079376384735393,2.0454569735805324,-2.9150625112171227,1.0,0.02631578947368421,0.9868421052631579,0.02631578947368421,1,0,0,1,1,0,0,1,-2.5217442820814444,-0.5470721877328083,0,1,0,1,7.520121987819506,-5.4746650142389734,7.520121987819506,-2.9150625112171227,high-downforce; low-speed; technical; low-overtaking; street,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Shortest and slowest street circuit; maximum downforce and minimal overtaking.,https://www.formula1.com/en/latest/article/circuit-guide-everything-you-need-to-know-about-the-circuit-de-monaco.vFsmfGHr6RWyLFtxi58wi,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/latest/article/circuit-guide-everything-you-need-to-know-about-the-circuit-de-monaco.vFsmfGHr6RWyLFtxi58wi | https://www.pirelli.com/global/en-ww/race/racingspot/formula-1/five-fast-facts-about-the-monaco-grand-prix-75499/ | https://www.raceteq.com/articles/2025/05/how-formula-1-teams-set-their-cars-up-for-the-monaco-grand-prix,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Shortest and slowest street circuit; maximum downforce and minimal overtaking.,high
monza,Autodromo Nazionale di Monza,Monza,Italy,permanent,5.793,162,1,10,4,8,low,high_speed,low,easy,long,low,0,1,0,-2.493780564560217,1.3669163795345205,-1.9067819245242246,1.322132177218695,0.02631578947368421,0.9473684210526315,0.02631578947368421,0.9342105263157895,0,1,1,0,0,1,1,0,0.8829972021801301,-0.16428733535913162,1,0,0,0,-5.767478868618962,3.8606969440947374,5.767478868618962,1.322132177218695,low-downforce; high-speed; low-technical; overtaking-friendly; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Temple of Speed; low-downforce long-straight performance is central.,https://www.reuters.com/sports/formula1/formula-one-statistics-italian-grand-prix-2025-09-03/,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.motorsport.com/f1/news/high-downforce-power-tracks-f1-differences-explained/6130973/ | https://www.wired.com/2014/09/the-ultra-fast-f1-track-where-the-biggest-problem-is-slowing-down/,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Temple of Speed; low-downforce long-straight performance is central.,high
mugello,Mugello Circuit,Mugello,Italy,permanent,5.245,292,7,8,8,4,medium,high_speed,high,difficult,medium,medium,0,1,0,0.6132247289902172,0.32805993108828496,0.7280440075456133,-1.099121930458915,0.7368421052631579,0.6447368421052632,0.75,0.17105263157894737,0,0,1,0,1,0,0,1,0.12330732702730321,0.16309444627624972,0,0,1,0,1.0132088054475454,-0.2851647979019322,1.6693286676241152,-1.099121930458915,high-speed; technical; low-overtaking; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Fast permanent circuit with flowing high-load corners.,https://en.wikipedia.org/wiki/Mugello_Circuit,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://en.wikipedia.org/wiki/Mugello_Circuit,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Fast permanent circuit with flowing high-load corners.,medium
nurburgring,Nurburgring,Nurburg,Germany,permanent,5.148,620,7,6,8,5,medium,balanced,high,moderate,medium,high,0,1,0,0.6132247289902172,-0.7107965173579505,0.7280440075456133,-0.4938084035395126,0.7368421052631579,0.15789473684210525,0.75,0.3157894736842105,0,0,0,0,1,0,0,0,-0.01116332605631818,0.9891038645562888,0,0,1,0,2.052065253893781,-1.3240212463481678,2.052065253893781,-0.4938084035395126,technical; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Permanent circuit with technical rhythm and medium-altitude conditions.,https://en.wikipedia.org/wiki/N%C3%BCrburgring,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent circuit with technical rhythm and medium-altitude conditions.,medium
portimao,Autodromo Internacional do Algarve,Portimao,Portugal,permanent,4.653,130,7,7,8,5,medium,balanced,high,moderate,medium,low,0,1,0,0.6132247289902172,-0.19136829313483275,0.7280440075456133,-0.4938084035395126,0.7368421052631579,0.35526315789473684,0.75,0.3157894736842105,0,0,0,0,1,0,0,0,-0.6973795454005689,-0.24487362006937935,0,1,0,0,1.5326370296706633,-0.8045930221250499,1.532637029670663,-0.4938084035395126,technical; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Permanent circuit with large elevation changes and blind crests.,https://en.wikipedia.org/wiki/Algarve_International_Circuit,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://en.wikipedia.org/wiki/Algarve_International_Circuit,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent circuit with large elevation changes and blind crests.,medium
red_bull_ring,Red Bull Ring,Spielberg,Austria,permanent,4.318,677,4,8,5,8,medium,high_speed,low,easy,short,high,0,1,0,-0.9402779177849998,0.32805993108828496,-1.248075441506765,1.322132177218695,0.18421052631578946,0.6447368421052632,0.15789473684210525,0.9342105263157895,0,0,1,0,0,1,1,0,-1.1617885019264758,1.1326481841964176,0,1,1,0,-2.5164132903800494,1.2683378488732848,2.51641329038005,1.322132177218695,high-speed; low-technical; overtaking-friendly; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Short permanent circuit with elevation strong braking zones and overtaking opportunities.,https://www.reuters.com/sports/formula1/formula-one-statistics-austrian-grand-prix-2026-06-24/,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.reuters.com/sports/formula1/formula-one-statistics-austrian-grand-prix-2026-06-24/,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Short permanent circuit with elevation strong braking zones and overtaking opportunities.,high
ricard,Circuit Paul Ricard,Le Castellet,France,permanent,5.842,432,4,9,5,5,medium,high_speed,low,moderate,long,medium,0,1,0,-0.9402779177849998,0.8474881553114028,-1.248075441506765,-0.4938084035395126,0.18421052631578946,0.8289473684210527,0.15789473684210525,0.3157894736842105,0,0,1,0,0,1,0,0,0.9509256764182471,0.5156594418835835,1,0,1,0,-3.035841514603167,1.7877660730964027,3.0358415146031676,-0.4938084035395126,high-speed; low-technical; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Permanent circuit with long Mistral straight and configurable layout.,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent circuit with long Mistral straight and configurable layout.,medium
rodriguez,Autodromo Hermanos Rodriguez,Mexico City,Mexico,permanent,4.304,2240,8,8,6,8,high,high_speed,medium,easy,short,high,0,1,0,1.131058944581956,0.32805993108828496,-0.5893689584893056,1.322132177218695,0.881578947368421,0.6447368421052632,0.34210526315789475,0.9342105263157895,1,0,1,0,0,0,1,0,-1.18119663742308,5.068784528012579,0,1,1,0,0.21363005500436555,-0.8029990134936711,2.0484878341595465,1.322132177218695,high-downforce; high-speed; overtaking-friendly; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Highest-altitude F1 venue; thin air changes cooling drag and downforce demands.,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,https://www.williamsf1.com/articles/ffcf0d74-0d2c-4b62-9dde-1c7a0e291a91/how-altitude-affects-an-f1-car,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/latest/article/watch-how-does-mexico-citys-high-altitude-affect-an-f1-car.2viU1hO6pXOPslHbNqjyim | https://www.williamsf1.com/articles/ffcf0d74-0d2c-4b62-9dde-1c7a0e291a91/how-altitude-affects-an-f1-car,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Highest-altitude F1 venue; thin air changes cooling drag and downforce demands.,high
sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,permanent,5.543,45,6,8,7,7,medium,high_speed,medium,easy,long,low,0,1,0,0.09539051339847819,0.32805993108828496,0.06933752452815384,0.7168186502992924,0.5394736842105263,0.6447368421052632,0.5,0.7368421052631579,0,0,1,0,0,0,1,0,0.5364233540264682,-0.45893093883097485,1,0,0,1,-0.16333189316165292,0.23266941768980676,0.492787969014917,0.7168186502992924,high-speed; overtaking-friendly; permanent,medium,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Permanent circuit with wide layout long straights and variable-speed corners.,https://en.wikipedia.org/wiki/Sepang_International_Circuit,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent circuit with wide layout long straights and variable-speed corners.,medium
shanghai,Shanghai International Circuit,Shanghai,China,permanent,5.451,4,6,7,7,8,medium,balanced,medium,easy,medium,low,0,1,0,0.09539051339847819,-0.19136829313483275,0.06933752452815384,1.322132177218695,0.5394736842105263,0.35526315789473684,0.5,0.9342105263157895,0,0,0,0,0,0,1,0,0.40888417790591997,-0.5621821161159797,0,0,0,1,0.35609633106146477,-0.28675880653331093,0.35609633106146477,1.322132177218695,overtaking-friendly; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Permanent circuit with long back straight technical opening complex and strong DRS zone.,https://www.formula1.com/en/racing/2025/china,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.formula1.com/en/racing/2025/china,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Permanent circuit with long back straight technical opening complex and strong DRS zone.,high
silverstone,Silverstone Circuit,Silverstone,UK,permanent,5.891,153,7,9,8,6,medium,high_speed,high,moderate,long,low,0,1,0,0.6132247289902172,0.8474881553114028,0.7280440075456133,0.11150512337988988,0.7368421052631579,0.8289473684210527,0.75,0.5,0,0,1,0,1,0,0,0,1.0188541506563653,-0.1869522279338888,1,0,0,0,0.4937805812244277,0.23426342632118557,2.188756891847233,0.11150512337988988,high-speed; technical; permanent,high,"Analyst-estimated 1-10 circuit characteristic rating. Ratings are not official FIA/F1 numeric scores. They are based on circuit layout, lap length, known setup demands, speed profile, overtaking characteristics, and cited circuit/source notes. Derived binary flags and indexes are project-defined transformations of these ratings.",1 = very low presence of characteristic; 5 = moderate/balanced; 10 = extreme/highest presence in F1-style circuit context.,Fast permanent circuit with high-speed aero corners.,https://www.formula1.com/en/racing/2025/great-britain,estimated from circuit/locality elevation references,analyst-coded estimate; not an official F1 numeric rating,https://www.motorsport.com/f1/news/high-downforce-power-tracks-f1-differences-explained/6130973/,Motorsport.com high-downforce/power-track explainer; F1.com circuit guides/statistics pages where available; Pirelli race previews/facts where available; RaceTeq/F1 technical setup articles where available; Wikipedia/Racing circuit pages only for circuits without current official F1 pages.,Fast permanent circuit with high-speed aero corners.,high
